affinity	name	stars	class	race	attack	recovery	health	leader ability	defender skill	counter skill	slayer	bounty hunter	commander	warden	combat ability	evolve from	evolve into
water	Steel Sea Nyad	***	Defender	Spirit	406	134	1669	Defender Armor III: 140% HP for all Defender Heroes	Blind	Dispel Regen							Steel Sea Siren ****
water	Steel Sea Siren	****	Defender	Spirit	651	217	2708	Defender Armor IV: 160% HP for all Defender Heroes	Blind	Dispel Regen						Steel Sea Nyad ***	
water	Frostvein Mage	**	Attacker	Corrupt	570	79	393	Human Might II: 120% Damage for all Human Heroes	Poison	Dispel Zombie							Frostvein Elder ***
water	Frostvein Elder	***	Attacker	Corrupt	956	130	649	Human Might III: 140% Damage for all Human Heroes	Poison	Dispel Zombie						Frostvein Mage **	
water	Wavestrom Crab	****	Guardian	Creature	314	413	2063	Guardian Blessing IV: 160% REC for all Guardian Heroes	Poison	Dispel Weaken							
water	Wavestrom Orc	***	Attacker	Giant	1004	136	679	Water Might III: 140% Damage for all Water Heroes	Regen	Dispel Zombie							Wavestrom Orc Elder ****
water	Wavestrom Orc Elder	****	Attacker	Giant	1637	221	1104	Water Might IV: 160% Damage for all Water Heroes	Regen	Dispel Zombie						Wavestrom Orc ***	
water	Sharhein Serpent	****	Warrior	Dragon	1248	108	2079	Warrior Might IV: 160% Damage for all Warrior Heroes	Armor	Dispel Siphon							Sharhein Warbeast *****
water	Sharhein Warbeast	*****	Warrior	Dragon	2100	178	3500	Warrior Might V: 180% Damage for all Warrior Heroes	Armor	Dispel Siphon						Sharhein Serpent ****	
water	Sharhein Healer	*	Healer	Human	130	106	216	Water Blessing I: 110% REC for all Water Heroes	Regen	Unknown							Sharhein Cleric **
water	Sharhein Cleric	**	Healer	Human	218	178	363	Water Blessing II: 120% REC for all Water Heroes	Regen	Dispel Poison						Sharhein Healer *	Sharhein Monk ***
water	Sharhein Monk	***	Healer	Human	366	300	609	Water Blessing III: 140% REC for all Water Heroes	Regen	Dispel Poison						Sharhein Cleric **	
water	Wavestrom Cutthroat	**	Balanced	Human	342	113	568	Attacker Might II: 120% Damage for all Attacker Heroes	Dodge	Dispel Siphon							Wavestrom Assassin ***
water	Wavestrom Assassin	***	Balanced	Human	574	192	956	Attacker Might III: 140% Damage for all Attacker Heroes	Dodge	Dispel Siphon						Wavestrom Cutthroat **	
water	Urther Damned	**	Guardian	Corrupt	119	151	755	Guardian Armor II: 120% HP for all Guardian Heroes	Armor	Dispel Weaken							Urther Accursed ***
water	Urther Accursed	***	Guardian	Corrupt	194	253	1266	Guardian Armor III: 140% HP for all Guardian Heroes	Armor	Dispel Weaken						Urther Damned **	
water	Urther Dragonling	***	Warrior	Dragon	728	63	1212	Water Armor III: 140% HP for all Water Heroes	Poison	Dispel Drain							Urther Dragon ****
water	Urther Dragon	****	Warrior	Dragon	1184	102	1973	Water Armor IV: 160% HP for all Water Heroes	Poison	Dispel Drain						Urther Dragonling ***	Tarken *****
water	Tarken	*****	Warrior	Dragon	1988	168	3316	Water Armor V: 180% HP for all Water Heroes	Poison	Dispel Drain						Urther Dragon ****	Tarken, the Frozen ******
water	Tarken, the Frozen	******	Warrior	Dragon	2896	243	4826	Water Armor VI: 200% HP for all Water Heroes	Poison	Dispel Drain						Tarken *****	
water	Steel Sea Vagrant	***	Mage	Dwarf	720	239	306	Mage Might III: 140% Damage for all Mage Heroes	Zombie	Dispel Blind							Steel Sea Vagabond ****
water	Steel Sea Vagabond	****	Mage	Dwarf	1180	393	506	Mage Might IV: 160% Damage for all Mage Heroes	Zombie	Dispel Blind						Steel Sea Vagrant ***	
water	Urther Terror	****	Defender	Giant	587	195	2440	Giant Armor IV: 160% HP for all Giant Heroes	Weaken	Dispel Poison							Urther Nightmare *****
water	Urther Nightmare	*****	Defender	Giant	1005	334	4151	Giant Armor V: 180% HP for all Giant Heroes	Weaken	Dispel Poison						Urther Terror ****	
water	Redeemer's Acolyte	****	Healer	Spirit	623	516	1036	Water Blessing IV: 160% REC for all Water Heroes	Siphon	Unknown							
water	Scylla The Temptress	*****	Attacker	God	3449	462	2308	Water Might V: 180% Damage for all Water Heroes	Judgement	Dispel Zombie	3x					 	Scylla, The Huntress ******
water	Scylla, The Huntress	******	Attacker	God	5026	672	3359	Water Might VI: 200% Damage for all Water Heroes	Judgement	Dispel Zombie	4x					Scylla The Temptress *****	
water	Drosh, the Scoundrel	****	Attacker	Demigod	1541	205	1028	Human Might IV: 160% Damage for all Human Heroes	Dodge	Dispel Siphon		2x					Drosh, the Stormchaser *****
water	Drosh, the Stormchaser	*****	Attacker	Demigod	2621	350	1756	Human Might V: 180% Damage for all Human Heroes	Dodge	Dispel Siphon		3x				Drosh, the Scoundrel ****	Drosh Wavestrom ******
water	Drosh Wavestrom	******	Attacker	Demigod	3828	514	2569	Human Might VI: 200% Damage for all Human Heroes	Dodge	Dispel Siphon		4x				Drosh, the Stormchaser *****	
water	Wavestrom Clops	****	Guardian	Giant	330	435	2175	Giant Armor IV: 160% HP for all Giant Heroes	Armor	Dispel Vessel					Heads of Rage: Attack an enemy for 220% of HP and Defend 40% of all damage for 2 turns		Wavestrom Biclops *****
water	Wavestrom Biclops	*****	Guardian	Giant	554	734	3676	Giant Armor V: 180% HP for all Giant Heroes	Armor	Dispel Vessel						Wavestrom Clops ****	Braknark Bonegrinder ******
water	Braknark Bonegrinder	******	Guardian	Giant	808	1071	5358	Giant Armor VI: 200% HP for all Giant Heroes	Armor	Dispel Vessel						Wavestrom Biclops *****	
water	Steel Sea Witch	****	Mage	Human	1244	415	532	Mage Might IV: 160% Damage for all Mage Heroes	Siphon	Dispel Armor							Steel Sea Seductress *****
water	Steel Sea Seductress	*****	Mage	Human	2092	696	875	Mage Might V: 180% Damage for all Mage Heroes	Siphon	Dispel Armor						Steel Sea Witch ****	Sheriah, Tide Bringer ******
water	Sheriah, Tide Bringer	******	Mage	Human	3058	1019	1286	Mage Might VI: 200% Damage for all Mage Heroes	Siphon	Dispel Armor					Tsunami: Attack all enemies for 400% of ATK and Convert 6 Earth Gems into Water Gems	Steel Sea Seductress *****	
water	Baird, The Seeker	****	Healer	Human	693	572	1154	Water Blessing IV: 160% REC for all Water Heroes	Absorb	Cleanse I							Baird, The Wizened *****
water	Baird, The Wizened	*****	Healer	Human	1161	965	1936	Water Blessing V: 180% REC for all Water Heroes	Absorb	Cleanse II						Baird, The Seeker ****	Baird, The Still One ******
water	Baird, The Still One	******	Healer	Human	1702	1410	2835	Water Blessing VI: 200% REC for all Water Heroes	Absorb	Cleanse III						Baird, The Wizened *****	
water	Despair Spirit	****	Balanced	Spirit	938	312	1563	Spirit Might IV: 160% Damage for all Spirit Heroes	Drain	Dispel Dodge							Despair Ifrit *****
water	Despair Ifrit	*****	Balanced	Spirit	1574	524	2623	Spirit Might V: 180% Damage for all Spirit Heroes	Drain	Dispel Dodge						Despair Spirit ****	Avatar of Despair ******
water	Avatar of Despair	******	Balanced	Spirit	2292	764	3822	Spirit Might VI: 200% Damage for all Spirit Heroes	Drain	Dispel Dodge						Despair Ifrit *****	
water	Keta, The Pirate	**	Balanced	Legend	524	175	872	Water Power II: 120% Damage and HP for all Water Heroes	Keta's Resolve	Absolve	2x	2x	2x				Keta, The Bold ***
water	Keta, The Bold	***	Balanced	Legend	882	294	1470	Water Power III: 140% Damage and HP for all Water Heroes	Keta's Resolve	Absolve	2x	2x	2x			Keta, The Pirate **	Keta, The Schemer ****
water	Keta, The Schemer	****	Balanced	Legend	1414	470	2357	Water Power IV: 160% Damage and HP for all Water Heroes	Keta's Resolve	Absolve	2x	2x	2x			Keta, The Bold ***	Keta, The Wily *****
water	Keta, The Wily	*****	Balanced	Legend	2398	798	3995	Water Power V: 180% Damage and HP for all Water Heroes	Keta's Resolve	Absolve	3x	3x	3x			Keta, The Schemer ****	Keta Frostbow ******
water	Keta Frostbow	******	Balanced	Legend	3496	1166	5826	Water Power VI: 200% Damage and HP for all Water Heroes	Keta's Resolve	Absolve	4x	4x	4x		Icicle Rain: Generate 5 Legend Intensity. Attack all enemies for 600% of ATK plus 150% for every 5 Legend Intensity. Increase self ATK by 40% plus 1% for every 5 Legend Intensity for 2 turns.	Keta, The Wily *****	Keta, Ascended ******
water	Keta, Ascended	******	Balanced	Legend	4274	1424	7124	Water Power VI: 200% Damage and HP for all Water Heroes	Keta's Resolve	Absolve	4x	4x	4x		Arrow of Dreams: Attack all enemies for 1000% damage. Increase self attack by 50% for 2 turns.	Keta Frostbow ******	
water	Aequorus, Hatchling	****	Mage	God	1304	435	552	Dragon Might IV: 160% Damage for all Dragon Heroes	Blind	Dispel Absorb							Aequorus, Extinguisher *****
water	Aequorus, Extinguisher	*****	Mage	God	2208	736	927	Dragon Might V: 180% Damage for all Dragon Heroes	Blind	Dispel Absorb						Aequorus, Hatchling ****	Empyrean Aequorus ******
water	Empyrean Aequorus	******	Mage	God	3212	1071	1344	Dragon Might VI: 200% Damage for all Dragon Heroes	Blind	Dispel Absorb						Aequorus, Extinguisher *****	
water	Dreaming Cthulhu	****	Balanced	Corrupt	976	324	1627	Corrupt Blessing IV: 260% REC for all Corrupt Heroes	Zombie	Dispel Might				yes			Cthulhu, High Priest *****
water	Cthulhu, High Priest	*****	Balanced	Corrupt	1654	550	2757	Corrupt Blessing V: 280% REC for all Corrupt Heroes	Zombie	Dispel Might				yes		Dreaming Cthulhu ****	Cthulhu Resurrected ******
water	Cthulhu Resurrected	******	Balanced	Corrupt	4244	808	4038	Corrupt Blessing VI: 300% REC for all Corrupt Heroes	Zombie	Dispel Might				yes		Cthulhu, High Priest *****	
water	Brom The Cursed	****	Mage	Corrupt	1370	457	580	Corrupt Might IV: 160% Damage for all Corrupt Heroes	Panic	Dispel Panic	2x		2x				Brom The Reanimated *****
water	Brom The Reanimated	*****	Mage	Corrupt	2322	774	981	Corrupt Might V: 180% Damage for all Corrupt Heroes	Panic	Dispel Panic	3x		3x			Brom The Cursed ****	The Headless Horseman ******
water	The Headless Horseman	******	Mage	Corrupt	3378	1125	1416	Corrupt Might VI: 200% Damage for all Corrupt Heroes	Panic	Dispel Panic	4x		4x			Brom The Reanimated *****	
water	Harvest King	****	Balanced	Creature	1038	346	1731	Creature Armor IV: 160% HP for all Creature Heroes	Siphon	Dispel Drain				yes			Harvester Of Spirits *****
water	Harvester Of Spirits	*****	Balanced	Creature	1746	582	2910	Creature Armor V: 180% HP for all Creature Heroes	Siphon	Dispel Drain				yes		Harvest King ****	Harvester Of Souls ******
water	Harvester Of Souls	******	Balanced	Creature	2528	842	4214	Creature Armor VI: 200% HP for all Creature Heroes	Siphon	Dispel Drain				yes		Harvester Of Spirits *****	
water	Defiant Joan	****	Balanced	Human	1082	360	1805	Balanced Armor IV: 160% HP for all Balanced Heroes	Armor	Dispel Blind	2x						Joan, Visionary *****
water	Joan, Visionary	*****	Balanced	Human	1826	608	3043	Balanced Armor V: 180% HP for all Balanced Heroes	Armor	Dispel Blind	3x					Defiant Joan ****	Joan Of Arc ******
water	Joan Of Arc	******	Balanced	Human	3027	991	4962	Balanced Armor VI: 200% HP for all Balanced Heroes	Armor	Dispel Blind	4x					Joan, Visionary *****	
water	Commander Dreav	****	Warrior	Corrupt	1374	116	2291	Water Might IV: 160% Damage for all Water Heroes	Vessel	Dispel Poison	2x			yes			General Dreav *****
water	General Dreav	*****	Warrior	Corrupt	2320	196	3868	Water Might V: 180% Damage for all Water Heroes	Vessel	Dispel Poison	3x			yes		Commander Dreav ****	Lord Dreav ******
water	Lord Dreav	******	Warrior	Corrupt	3382	285	5634	Water Might VI: 200% Damage for all Water Heroes	Vessel	Dispel Poison	4x			yes		General Dreav *****	
water	Brackish Monster	****	Warrior	Creature	1244	106	2073	Creature Might IV: 160% Damage for all Creature Heroes	Weaken	Dispel Blind				yes			Infernal Crustacean *****
water	Infernal Crustacean	*****	Warrior	Creature	2100	178	3500	Creature Might V: 180% Damage for all Creature Heroes	Weaken	Dispel Blind				yes		Brackish Monster ****	Cankiri, The Pestilent ******
water	Cankiri, The Pestilent	******	Warrior	Creature	3058	257	5096	Creature Might VI: 200% Damage for all Creature Heroes	Weaken	Dispel Blind	4x			yes		Infernal Crustacean *****	
water	Celestial Drosh	****	Attacker	Demigod				Human Might IV: 160% Damage for all Human Heroes	Dodge	Dispel Siphon	2x	2x					Celestial Drosh *****
water	Celestial Drosh	*****	Attacker	Demigod				Human Might V: 180% Damage for all Human Heroes	Dodge	Dispel Siphon	3x	3x				Celestial Drosh ****	Celestial Drosh ******
water	Celestial Drosh	******	Attacker	Demigod	4822	644	3221	Human Might VI: 200% Damage for all Human Heroes	Dodge	Dispel Siphon	4x	4x				Celestial Drosh *****	
water	Gretchen, Innocent Child	****	Attacker	Fable	1715	231	1156	Demigod Might IV: 160% Damage for all Demigod Heroes	Judgement	Dispel Poison		2x					Gretchen, The Ruined *****
water	Gretchen, The Ruined	*****	Attacker	Fable	2899	388	1942	Demigod Might V: 180% Damage for all Demigod Heroes	Judgement	Dispel Poison		3x				Gretchen, Innocent Child ****	Gretchen, Heaven-Saved ******
water	Gretchen, Heaven-Saved	******	Attacker	Fable	4224	564	2825	Demigod Might VI: 200% Damage for all Demigod Heroes	Judgement	Dispel Poison		4x				Gretchen, The Ruined *****	
water	Sapphire Giant	****	Warrior	Giant	1438	122	2399	Giant Might IV: 160% Damage for all Giant Heroes	Thorns	Dispel Regen				yes			Sapphire Titan *****
water	Sapphire Titan	*****	Warrior	Giant	2430	204	4052	Giant Might V: 180% Damage for all Giant Heroes	Thorns	Dispel Regen				yes		Sapphire Giant ****	Tzara, Divine Titan ******
water	Tzara, Divine Titan	******	Warrior	Giant	3542	297	5902	Giant Might VI: 200% Damage for all Giant Heroes	Thorns	Dispel Regen				yes		Sapphire Titan *****	
water	Sword of Piercing	****	Attacker	Spirit	1789	239	1196	Spirit Armor IV: 160% HP for all Spirit Heroes	Dodge	Dispel Traitor	2x	2x					Eversharp *****
water	Eversharp	*****	Attacker	Spirit	3030	404	2026	Spirit Armor V: 180% HP for all Spirit Heroes	Dodge	Dispel Traitor						Sword of Piercing ****	The Vorpal Blade ******
water	The Vorpal Blade	******	Attacker	Spirit	4428	592	2964	Spirit Armor VI: 200% HP for all Spirit Heroes	Dodge	Dispel Traitor						Eversharp *****	
water	Gluttonous Sheriff	****	Defender	Fable	725	241	2994	Water Armor IV: 160% HP for all Water Heroes	Counterattack	None				yes	Sheriff's Decree: Attack for 200% of ATK. Place an autoslay buff on self for 3 turns. Autoslay: If your HP fails under 20%, automatically attack for 800% ATK.		Lecherous Sheriff *****
water	Lecherous Sheriff	*****	Defender	Fable	1219	406	5059	Water Armor V: 180% HP for all Water Heroes	Counterattack	None				yes	Sheriff's Decree: Attack for 200% of ATK. Place an autoslay buff on self for 3 turns. Autoslay: If your HP fails under 30%, automatically attack for 900% ATK.	Gluttonous Sheriff ****	Sheriff of Nottingham ******
water	Sheriff of Nottingham	******	Defender	Fable	1776	592	7373	Water Armor VI: 200% HP for all Water Heroes	Counterattack	None				yes	Sheriff's Decree: Attack for 200% of ATK. Place an autoslay buff on self for 3 turns. Autoslay: If your HP fails under 40%, automatically attack for 1000% ATK.	Lecherous Sheriff *****	
water	Alice, Lost Child	****	Attacker	Human	1883	253	1272	Human Armor IV: 160% HP for all Human Heroes	Drain	Dispel Judgement			2x		Vorpal Blessed: Transform 2 Gems into Water.		Alice, Vorpal-Blessed *****
water	Alice, Vorpal-Blessed	*****	Attacker	Human	3181	426	2134	Human Armor V: 180% HP for all Human Heroes	Drain	Dispel Judgement			3x		Vorpal Blessed: Transform 3 Gems into Water.	Alice, Lost Child ****	Alice ******
water	Alice	******	Attacker	Human	4626	618	3097	Human Armor VI: 200% HP for all Human Heroes	Drain	Dispel Judgement			4x			Alice, Vorpal-Blessed *****	
water	Dark Mirror Alice	****	Attacker	Human	1963	265	1326	Human Armor IV: 160% HP for all Human Heroes	Drain	Dispel Judgement			2x		Vorpal Command: Upgrades 1 Water gem into a Power I Gem. Charges extremely fast. Can only be used once on every turns.		Vision Swept Alice *****
water	Vision Swept Alice	*****	Attacker	Human	3317	444	2224	Human Armor V: 180% HP for all Human Heroes	Drain	Dispel Judgement			3x		Vorpal Command: Upgrades 1 Water gem into a Power II Gem. Charges extremely fast. Can only be used once on every turns.	Dark Mirror Alice ****	Alice, Strident Commander ******
water	Alice, Strident Commander	******	Attacker	Human	4826	646	3231	Human Armor VI: 200% HP for all Human Heroes	Drain	Dispel Judgement			4x			Vision Swept Alice *****	
water	Lady Keiren of Brin	****	Balanced	Human	1126	374	1875	Human Armor IV: 160% HP for all Human Heroes	Regen	Dispel Poison		2x			Chain Blade: Transforms 2 Gems into Water. Attack a fire enemy for 500% ATK.		Lady Keiren of Brin *****
water	Lady Keiren of Brin	*****	Balanced	Human	1906	634	3175	Human Armor V: 180% HP for all Human Heroes	Regen	Dispel Poison		3x			Chain Blade: Transforms 2 Gems into Water. Attack a fire enemy for 1000% ATK.	Lady Keiren of Brin ****	Lady Keiren of Brin ******
water	Lady Keiren of Brin	******	Balanced	Human	2782	928	4636	Human Armor VI: 200% HP for all Human Heroes	Regen	Dispel Poison		4x				Lady Keiren of Brin *****	
water	Lyda, Guardian Angel	***	Attacker	Demigod	1190	158	795	Thrill of the Hunt I: 175% Damage for Water Bounty Hunters	Thorns	Dispel Panic		2x			Guardian Angel: Destroy up to 3 Fire Gems on the board. Attack a Fire enemy for 300% ATK. 		Lyda, Guardian Angel ****
water	Lyda, Guardian Angel	****	Attacker	Demigod	1953	261	1310	Thrill of the Hunt II: 200% Damage for Water Bounty Hunters	Thorns	Dispel Panic		2x				Lyda, Guardian Angel ***	Lyda, Guardian Angel *****
water	Lyda, Guardian Angel	*****	Attacker	Demigod	3319	446	2228	Thrill of the Hunt III: 225% Damage for Water Bounty Hunters	Thorns	Dispel Panic		3x			Guardian Angel: Destroy up to 5 Fire Gems on the board. Attack a Fire enemy for 400% ATK. 	Lyda, Guardian Angel ****	Lyda, Guardian Angel ******
water	Lyda, Guardian Angel	******	Attacker	Demigod	4828	646	3233	Thrill of the Hunt IV: 300% Damage for Water Bounty Hunters	Thorns	Dispel Panic		4x				Lyda, Guardian Angel *****	
water	The Beast	****	Defender	Corrupt	759	253	3132	Corrupt Might IV: 160% Damage for all Corrupt Heroes	Traitor	Dispel Thorns				yes	Wild Heart: Remove 1 Debuff from a Hero.		The Beast *****
water	The Beast	*****	Defender	Corrupt				Corrupt Might V: 180% Damage for all Corrupt Heroes	Traitor	Dispel Thorns				yes	Wild Heart: Remove 1 Debuff from a Hero.	The Beast ****	The Beast ******
water	The Beast	******	Defender	Corrupt	1856	618	7705	Corrupt Might VI: 200% Damage for all Corrupt Heroes	Traitor	Dispel Thorns				yes	Wild Heart: Remove 1 Debuff from a Hero.	The Beast *****	
